URL,image_urls,local_images,Election:,Party:,Constituency:,Mentions:,Issues Covered:,Unnamed: 8,Unnamed: 9,Unnamed: 10
https://www.openelections.co.uk/leaflets/19176/,"['https://cdn.openelections.co.uk/uploads/2020/08/10336_1-744x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10336_2-744x1024.jpg']","['leaflet_images/19176/10336_1-744x1024.jpg', 'leaflet_images/19176/10336_2-744x1024.jpg']",2015 General Election,Labour Party,North Norfolk,"Candidate, Other party/leader/candidate","Economy, Education",,,
https://www.openelections.co.uk/leaflets/19179/,"['https://cdn.openelections.co.uk/uploads/2020/08/10337_1-1024x730.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10337_2-1024x730.jpg']","['leaflet_images/19179/10337_1-1024x730.jpg', 'leaflet_images/19179/10337_2-1024x730.jpg']",2015 General Election,Labour Party,North Norfolk,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/19185/,['https://cdn.openelections.co.uk/uploads/2020/08/10338_1-723x1024.jpg'],['leaflet_images/19185/10338_1-723x1024.jpg'],2015 General Election,Conservative Party,Witney,"Candidate, Party leader","Economy, Education, Environment, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19191/,['https://cdn.openelections.co.uk/uploads/2020/08/10339_1-718x1024.jpg'],['leaflet_images/19191/10339_1-718x1024.jpg'],2015 General Election,Liberal Democrats,Witney,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19194/,"['https://cdn.openelections.co.uk/uploads/2020/08/10340_1-1024x709.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10340_2-1024x709.jpg']","['leaflet_images/19194/10340_1-1024x709.jpg', 'leaflet_images/19194/10340_2-1024x709.jpg']",2015 General Election,UK Independence Party,Witney,"Candidate, Other party/leader/candidate","Brexit/Europe, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19196/,['https://cdn.openelections.co.uk/uploads/2020/08/10341_1-724x1024.png'],['leaflet_images/19196/10341_1-724x1024.png'],2015 General Election,Conservative Party,Barrow and Furness,"Candidate, Other party/leader/candidate",Economy,,,
https://www.openelections.co.uk/leaflets/19199/,"['https://cdn.openelections.co.uk/uploads/2020/08/10347_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10347_2-768x1024.jpg']","['leaflet_images/19199/10347_1-768x1024.jpg', 'leaflet_images/19199/10347_2-768x1024.jpg']",2015 General Election,Green Party,Brighton Kemptown,Candidate,"Economy, Environment, Health",,,
https://www.openelections.co.uk/leaflets/19201/,['https://cdn.openelections.co.uk/uploads/2020/08/10348_1-1024x768.jpg'],['leaflet_images/19201/10348_1-1024x768.jpg'],2015 General Election,Labour Party,Kirkcaldy and Cowdenbeath,Other party/leader/candidate,"Economy, Health",,,
https://www.openelections.co.uk/leaflets/19207/,['https://cdn.openelections.co.uk/uploads/2020/08/10351_1-1024x711.jpg'],['leaflet_images/19207/10351_1-1024x711.jpg'],2015 General Election,Labour Party,Rochester and Strood,Candidate,Health,,,
https://www.openelections.co.uk/leaflets/19213/,['https://cdn.openelections.co.uk/uploads/2020/08/10356_1.jpg'],['leaflet_images/19213/10356_1.jpg'],2015 General Election,Labour Party,Kingston and Surbiton,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/19219/,"['https://cdn.openelections.co.uk/uploads/2020/08/10358_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10358_2-1024x768.jpg']","['leaflet_images/19219/10358_1-1024x768.jpg', 'leaflet_images/19219/10358_2-1024x768.jpg']",2015 General Election,Liberal Democrats,East Surrey,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19221/,['https://cdn.openelections.co.uk/uploads/2020/08/10362_1-768x1024.jpg'],['leaflet_images/19221/10362_1-768x1024.jpg'],2015 General Election,Labour Party,Islington North,Candidate,"Environment, Health",,,
https://www.openelections.co.uk/leaflets/19227/,"['https://cdn.openelections.co.uk/uploads/2020/08/10363_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10363_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10363_3-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10363_4-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10363_5-768x1024.jpg']","['leaflet_images/19227/10363_1-768x1024.jpg', 'leaflet_images/19227/10363_2-768x1024.jpg', 'leaflet_images/19227/10363_3-768x1024.jpg', 'leaflet_images/19227/10363_4-768x1024.jpg', 'leaflet_images/19227/10363_5-768x1024.jpg']",2015 General Election,Labour Party,Islington North,"Candidate, Other party/leader/candidate","Education, Health",,,
https://www.openelections.co.uk/leaflets/19230/,['https://cdn.openelections.co.uk/uploads/2020/08/10364_1-730x1024.jpg'],['leaflet_images/19230/10364_1-730x1024.jpg'],2015 General Election,Green Party,South Holland and The Deepings,Candidate,"Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19234/,['https://cdn.openelections.co.uk/uploads/2020/08/10365_1-726x1024.jpg'],['leaflet_images/19234/10365_1-726x1024.jpg'],2015 General Election,Liberal Democrats,South Holland and The Deepings,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/19240/,['https://cdn.openelections.co.uk/uploads/2020/08/10369_1-1024x716.jpg'],['leaflet_images/19240/10369_1-1024x716.jpg'],2015 General Election,UK Independence Party,West Ham,Candidate,"Brexit/Europe, Economy, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19245/,"['https://cdn.openelections.co.uk/uploads/2020/08/10370_1-716x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10370_2-716x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10370_3-716x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10370_4-716x1024.jpg']","['leaflet_images/19245/10370_1-716x1024.jpg', 'leaflet_images/19245/10370_2-716x1024.jpg', 'leaflet_images/19245/10370_3-716x1024.jpg', 'leaflet_images/19245/10370_4-716x1024.jpg']",2015 General Election,Liberal Democrats,West Ham,"Candidate, Other party/leader/candidate","Economy, Education, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19252/,"['https://cdn.openelections.co.uk/uploads/2020/08/10372_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10372_2-768x1024.jpg']","['leaflet_images/19252/10372_1-768x1024.jpg', 'leaflet_images/19252/10372_2-768x1024.jpg']",2015 General Election,UK Independence Party,Windsor,Candidate,"Brexit/Europe, Economy, Education, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19258/,"['https://cdn.openelections.co.uk/uploads/2020/08/10377_1-1024x722.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10377_2-1024x722.jpg']","['leaflet_images/19258/10377_1-1024x722.jpg', 'leaflet_images/19258/10377_2-1024x722.jpg']",2015 General Election,UK Independence Party,Walsall North,Candidate,"Brexit/Europe, Economy, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19264/,"['https://cdn.openelections.co.uk/uploads/2020/08/10380_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10380_2-768x1024.jpg']","['leaflet_images/19264/10380_1-768x1024.jpg', 'leaflet_images/19264/10380_2-768x1024.jpg']",2015 General Election,Liberal Democrats,Coventry North East,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19267/,"['https://cdn.openelections.co.uk/uploads/2020/08/10381_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10381_2-1024x768.jpg']","['leaflet_images/19267/10381_1-1024x768.jpg', 'leaflet_images/19267/10381_2-1024x768.jpg']",2015 General Election,UK Independence Party,Coventry North East,Candidate,"Brexit/Europe, Economy, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19274/,['https://cdn.openelections.co.uk/uploads/2020/08/10385_1-771x1024.jpg'],['leaflet_images/19274/10385_1-771x1024.jpg'],2015 General Election,Green Party,Oxford East,"Candidate, Other party/leader/candidate","Economy, Environment, Health",,,
https://www.openelections.co.uk/leaflets/19282/,['https://cdn.openelections.co.uk/uploads/2020/08/10388_1-1024x721.jpg'],['leaflet_images/19282/10388_1-1024x721.jpg'],2015 General Election,Liberal Democrats,Bath,"Other party/leader/candidate, Tactical situation","Economy, Health",,,
https://www.openelections.co.uk/leaflets/19285/,['https://cdn.openelections.co.uk/uploads/2020/08/10389_1-1024x743.jpg'],['leaflet_images/19285/10389_1-1024x743.jpg'],2015 General Election,Conservative Party,Bath,Other party/leader/candidate,Economy,,,
https://www.openelections.co.uk/leaflets/19288/,['https://cdn.openelections.co.uk/uploads/2020/08/10390_1-725x1024.jpg'],['leaflet_images/19288/10390_1-725x1024.jpg'],2015 General Election,Liberal Democrats,Bath,Candidate,"Economy, Environment",,,
https://www.openelections.co.uk/leaflets/19291/,"['https://cdn.openelections.co.uk/uploads/2020/08/10391_1-725x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10391_2-725x1024.jpg']","['leaflet_images/19291/10391_1-725x1024.jpg', 'leaflet_images/19291/10391_2-725x1024.jpg']",2015 General Election,Green Party,St Austell and Newquay,Candidate,"Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/19294/,"['https://cdn.openelections.co.uk/uploads/2020/08/10392_1-723x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10392_2-723x1024.jpg']","['leaflet_images/19294/10392_1-723x1024.jpg', 'leaflet_images/19294/10392_2-723x1024.jpg']",2015 General Election,Green Party,St Austell and Newquay,Candidate,"Brexit/Europe, Economy, Education, Environment, Governance, Health",,,
https://www.openelections.co.uk/leaflets/19296/,['https://cdn.openelections.co.uk/uploads/2020/08/10393_1-768x1024.jpg'],['leaflet_images/19296/10393_1-768x1024.jpg'],2015 General Election,Labour Party,Ashton-under-Lyne,Candidate,"Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/19301/,['https://cdn.openelections.co.uk/uploads/2020/08/10394_1-729x1024.jpg'],['leaflet_images/19301/10394_1-729x1024.jpg'],2015 General Election,Green Party,Bath,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Governance, Health",,,
https://www.openelections.co.uk/leaflets/19306/,['https://cdn.openelections.co.uk/uploads/2020/08/10397_1-768x1024.jpg'],['leaflet_images/19306/10397_1-768x1024.jpg'],2015 General Election,Liberal Democrats,Oxford West and Abingdon,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/19309/,"['https://cdn.openelections.co.uk/uploads/2020/08/10398_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10398_2-768x1024.jpg']","['leaflet_images/19309/10398_1-768x1024.jpg', 'leaflet_images/19309/10398_2-768x1024.jpg']",2015 General Election,Conservative Party,Hampstead and Kilburn,"Candidate, Other party/leader/candidate","Economy, Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19312/,"['https://cdn.openelections.co.uk/uploads/2020/08/10399_1-745x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10399_2-745x1024.jpg']","['leaflet_images/19312/10399_1-745x1024.jpg', 'leaflet_images/19312/10399_2-745x1024.jpg']",2015 General Election,Liberal Democrats,Hampstead and Kilburn,"Candidate, Other party/leader/candidate","Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/19315/,"['https://cdn.openelections.co.uk/uploads/2020/08/10400_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10400_2-768x1024.jpg']","['leaflet_images/19315/10400_1-768x1024.jpg', 'leaflet_images/19315/10400_2-768x1024.jpg']",2015 General Election,UK Independence Party,Ellesmere Port and Neston,Candidate,"Brexit/Europe, Economy, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19322/,"['https://cdn.openelections.co.uk/uploads/2020/08/10401_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10401_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10401_3-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10401_4-768x1024.jpg']","['leaflet_images/19322/10401_1-768x1024.jpg', 'leaflet_images/19322/10401_2-768x1024.jpg', 'leaflet_images/19322/10401_3-768x1024.jpg', 'leaflet_images/19322/10401_4-768x1024.jpg']",2015 General Election,Liberal Democrats,Bury St Edmunds,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19330/,"['https://cdn.openelections.co.uk/uploads/2020/08/10403_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10403_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10403_3-768x1024.jpg']","['leaflet_images/19330/10403_1-768x1024.jpg', 'leaflet_images/19330/10403_2-768x1024.jpg', 'leaflet_images/19330/10403_3-768x1024.jpg']",2015 General Election,Labour Party,Watford,Other party/leader/candidate,"Economy, Education, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/19333/,"['https://cdn.openelections.co.uk/uploads/2020/08/10404_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10404_2-768x1024.jpg']","['leaflet_images/19333/10404_1-768x1024.jpg', 'leaflet_images/19333/10404_2-768x1024.jpg']",2015 General Election,Green Party,Grantham and Stamford,Candidate,"Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19336/,"['https://cdn.openelections.co.uk/uploads/2020/08/10406_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10406_2-768x1024.jpg']","['leaflet_images/19336/10406_1-768x1024.jpg', 'leaflet_images/19336/10406_2-768x1024.jpg']",2015 General Election,Liberal Democrats,North East Fife,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Health",,,
https://www.openelections.co.uk/leaflets/19343/,"['https://cdn.openelections.co.uk/uploads/2020/08/10408_1-575x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10408_2-575x1024.jpg']","['leaflet_images/19343/10408_1-575x1024.jpg', 'leaflet_images/19343/10408_2-575x1024.jpg']",2015 General Election,UK Independence Party,"Dumfriesshire, Clydesdale and Tweeddale",Candidate,"Brexit/Europe, Economy, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19348/,"['https://cdn.openelections.co.uk/uploads/2020/08/10409_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10409_2-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10409_3-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10409_4-1024x768.jpg']","['leaflet_images/19348/10409_1-1024x768.jpg', 'leaflet_images/19348/10409_2-1024x768.jpg', 'leaflet_images/19348/10409_3-1024x768.jpg', 'leaflet_images/19348/10409_4-1024x768.jpg']",2015 General Election,Conservative Party,Edinburgh South West,"Candidate, Other party/leader/candidate","Economy, Education, Governance, Social welfare",,,
https://www.openelections.co.uk/leaflets/19352/,['https://cdn.openelections.co.uk/uploads/2020/08/10410_1-575x1024.jpg'],['leaflet_images/19352/10410_1-575x1024.jpg'],2015 General Election,Green Party,"Dumfriesshire, Clydesdale and Tweeddale",Candidate,"Economy, Health",,,
https://www.openelections.co.uk/leaflets/19357/,"['https://cdn.openelections.co.uk/uploads/2020/08/10411_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10411_2-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10411_3-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10411_4-1024x768.jpg']","['leaflet_images/19357/10411_1-1024x768.jpg', 'leaflet_images/19357/10411_2-1024x768.jpg', 'leaflet_images/19357/10411_3-1024x768.jpg', 'leaflet_images/19357/10411_4-1024x768.jpg']",2015 General Election,Scottish National Party,Edinburgh South West,"Other party/leader/candidate, Party leader","Economy, Governance, Health",,,
https://www.openelections.co.uk/leaflets/19360/,"['https://cdn.openelections.co.uk/uploads/2020/08/10412_1-1024x576.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10412_2-1024x576.jpg']","['leaflet_images/19360/10412_1-1024x576.jpg', 'leaflet_images/19360/10412_2-1024x576.jpg']",2015 General Election,Conservative Party,East Dunbartonshire,Candidate,"Brexit/Europe, Economy, Governance, Social welfare",,,
https://www.openelections.co.uk/leaflets/19365/,"['https://cdn.openelections.co.uk/uploads/2020/08/10413_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10413_2-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10413_3-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10413_4-1024x768.jpg']","['leaflet_images/19365/10413_1-1024x768.jpg', 'leaflet_images/19365/10413_2-1024x768.jpg', 'leaflet_images/19365/10413_3-1024x768.jpg', 'leaflet_images/19365/10413_4-1024x768.jpg']",2015 General Election,Labour Party,Edinburgh South West,"Candidate, Other party/leader/candidate","Economy, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19368/,"['https://cdn.openelections.co.uk/uploads/2020/08/10414_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10414_2-724x1024.jpg']","['leaflet_images/19368/10414_1-724x1024.jpg', 'leaflet_images/19368/10414_2-724x1024.jpg']",2015 General Election,Liberal Democrats,Harwich and North Essex,"Candidate, Party leader",Health,,,
https://www.openelections.co.uk/leaflets/19371/,"['https://cdn.openelections.co.uk/uploads/2020/08/10415_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10415_2-768x1024.jpg']","['leaflet_images/19371/10415_1-768x1024.jpg', 'leaflet_images/19371/10415_2-768x1024.jpg']",2015 General Election,Liberal Democrats,Cambridge,"Candidate, Other party/leader/candidate","Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/19374/,"['https://cdn.openelections.co.uk/uploads/2020/08/10416_1-1024x576.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10416_2-1024x576.jpg']","['leaflet_images/19374/10416_1-1024x576.jpg', 'leaflet_images/19374/10416_2-1024x576.jpg']",2015 General Election,Conservative Party,East Dunbartonshire,"Candidate, Other party/leader/candidate, Tactical situation",Economy,,,
https://www.openelections.co.uk/leaflets/19377/,"['https://cdn.openelections.co.uk/uploads/2020/08/10417_1-1024x716.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10417_2-1024x716.jpg']","['leaflet_images/19377/10417_1-1024x716.jpg', 'leaflet_images/19377/10417_2-1024x716.jpg']",2015 General Election,UK Independence Party,Hornsey and Wood Green,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Governance, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19382/,"['https://cdn.openelections.co.uk/uploads/2020/08/10418_1-576x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10418_2-576x1024.jpg']","['leaflet_images/19382/10418_1-576x1024.jpg', 'leaflet_images/19382/10418_2-576x1024.jpg']",2015 General Election,Conservative Party,East Dunbartonshire,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Governance, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19385/,"['https://cdn.openelections.co.uk/uploads/2020/08/10419_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10419_2-768x1024.jpg']","['leaflet_images/19385/10419_1-768x1024.jpg', 'leaflet_images/19385/10419_2-768x1024.jpg']",2015 General Election,Labour Party,Hitchin and Harpenden,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/19388/,"['https://cdn.openelections.co.uk/uploads/2020/08/10420_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10420_2-768x1024.jpg']","['leaflet_images/19388/10420_1-768x1024.jpg', 'leaflet_images/19388/10420_2-768x1024.jpg']",2015 General Election,Liberal Democrats,Hitchin and Harpenden,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19391/,"['https://cdn.openelections.co.uk/uploads/2020/08/10421_1-1024x758.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10421_2-1024x758.jpg']","['leaflet_images/19391/10421_1-1024x758.jpg', 'leaflet_images/19391/10421_2-1024x758.jpg']",2015 General Election,UK Independence Party,West Bromwich East,Candidate,"Brexit/Europe, Economy, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19394/,"['https://cdn.openelections.co.uk/uploads/2020/08/10423_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10423_2-724x1024.jpg']","['leaflet_images/19394/10423_1-724x1024.jpg', 'leaflet_images/19394/10423_2-724x1024.jpg']",2015 General Election,Conservative Party,The Wrekin,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19397/,['https://cdn.openelections.co.uk/uploads/2020/08/10424_1-1024x728.jpg'],['leaflet_images/19397/10424_1-1024x728.jpg'],2015 General Election,UK Independence Party,The Wrekin,Candidate,"Brexit/Europe, Economy, Environment, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19400/,"['https://cdn.openelections.co.uk/uploads/2020/08/10425_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10425_2-724x1024.jpg']","['leaflet_images/19400/10425_1-724x1024.jpg', 'leaflet_images/19400/10425_2-724x1024.jpg']",2015 General Election,Plaid Cymru,Cardiff West,"Candidate, Other party/leader/candidate","Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/19403/,['https://cdn.openelections.co.uk/uploads/2020/08/10426_1-1024x723.jpg'],['leaflet_images/19403/10426_1-1024x723.jpg'],2015 General Election,Liberal Democrats,Newcastle upon Tyne East,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/19406/,"['https://cdn.openelections.co.uk/uploads/2020/08/10428_1-1024x765.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10428_2-1024x765.jpg']","['leaflet_images/19406/10428_1-1024x765.jpg', 'leaflet_images/19406/10428_2-1024x765.jpg']",2015 General Election,UK Independence Party,Haltemprice and Howden,Candidate,"Brexit/Europe, Economy, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19409/,"['https://cdn.openelections.co.uk/uploads/2020/08/10429_1-1024x765.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10429_2-1024x765.jpg']","['leaflet_images/19409/10429_1-1024x765.jpg', 'leaflet_images/19409/10429_2-1024x765.jpg']",2015 General Election,Labour Party,Haltemprice and Howden,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19412/,"['https://cdn.openelections.co.uk/uploads/2020/08/10432_1-1024x722.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10432_2-1024x722.jpg']","['leaflet_images/19412/10432_1-1024x722.jpg', 'leaflet_images/19412/10432_2-1024x722.jpg']",2015 General Election,Conservative Party,Reigate,Candidate,,,,
https://www.openelections.co.uk/leaflets/19415/,['https://cdn.openelections.co.uk/uploads/2020/08/10434_1-scaled-e1632489805204-1024x768.jpg'],['leaflet_images/19415/10434_1-scaled-e1632489805204-1024x768.jpg'],2015 General Election,UK Independence Party,Preseli Pembrokeshire,Candidate,"Brexit/Europe, Economy, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19419/,"['https://cdn.openelections.co.uk/uploads/2020/08/10435_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10435_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10435_3-768x1024.jpg']","['leaflet_images/19419/10435_1-768x1024.jpg', 'leaflet_images/19419/10435_2-768x1024.jpg', 'leaflet_images/19419/10435_3-768x1024.jpg']",2015 General Election,Plaid Cymru,Preseli Pembrokeshire,"Candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Governance, Health",,,
https://www.openelections.co.uk/leaflets/19422/,"['https://cdn.openelections.co.uk/uploads/2020/08/10437_1-745x1024.png', 'https://cdn.openelections.co.uk/uploads/2020/08/10437_2-745x1024.png']","['leaflet_images/19422/10437_1-745x1024.png', 'leaflet_images/19422/10437_2-745x1024.png']",2015 General Election,Conservative Party,Paisley and Renfrewshire South,"Candidate, Other party/leader/candidate","Economy, Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19426/,"['https://cdn.openelections.co.uk/uploads/2020/08/10438_1-745x1024.png', 'https://cdn.openelections.co.uk/uploads/2020/08/10438_2-745x1024.png', 'https://cdn.openelections.co.uk/uploads/2020/08/10438_3-745x1024.png']","['leaflet_images/19426/10438_1-745x1024.png', 'leaflet_images/19426/10438_2-745x1024.png', 'leaflet_images/19426/10438_3-745x1024.png']",2015 General Election,Labour Party,Paisley and Renfrewshire South,"Candidate, Other party/leader/candidate","Economy, Health",,,
https://www.openelections.co.uk/leaflets/19433/,['https://cdn.openelections.co.uk/uploads/2020/08/10440_1-768x1024.jpg'],['leaflet_images/19433/10440_1-768x1024.jpg'],2015 General Election,Labour Party,Stone,"Candidate, Other party/leader/candidate","Economy, Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19436/,"['https://cdn.openelections.co.uk/uploads/2020/08/10441_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10441_2-768x1024.jpg']","['leaflet_images/19436/10441_1-768x1024.jpg', 'leaflet_images/19436/10441_2-768x1024.jpg']",2015 General Election,Labour Party,Stone,Candidate,"Economy, Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19441/,['https://cdn.openelections.co.uk/uploads/2020/08/10444_1-732x1024.jpg'],['leaflet_images/19441/10444_1-732x1024.jpg'],2015 General Election,Labour Party,Manchester Central,"Candidate, Other party/leader/candidate","Economy, Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19446/,"['https://cdn.openelections.co.uk/uploads/2020/08/10445_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10445_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10445_3-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10445_4-768x1024.jpg']","['leaflet_images/19446/10445_1-768x1024.jpg', 'leaflet_images/19446/10445_2-768x1024.jpg', 'leaflet_images/19446/10445_3-768x1024.jpg', 'leaflet_images/19446/10445_4-768x1024.jpg']",2015 General Election,UK Independence Party,Hammersmith,,"Brexit/Europe, Economy, Education, Environment, Governance, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19451/,['https://cdn.openelections.co.uk/uploads/2020/08/10446_1-728x1024.jpg'],['leaflet_images/19451/10446_1-728x1024.jpg'],2015 General Election,Labour Party,Manchester Central,"Candidate, Other party/leader/candidate","Economy, Education, Health, Social welfare",,,
