URL,image_urls,local_images,Election:,Party:,Constituency:,Mentions:,Issues Covered:,Unnamed: 8,Unnamed: 9,Unnamed: 10
https://www.openelections.co.uk/leaflets/28490/,"['https://cdn.openelections.co.uk/uploads/2020/08/14588_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14588_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14588_3-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14588_4-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14588_5-768x1024.jpg']","['leaflet_images/28490/14588_1-768x1024.jpg', 'leaflet_images/28490/14588_2-768x1024.jpg', 'leaflet_images/28490/14588_3-768x1024.jpg', 'leaflet_images/28490/14588_4-768x1024.jpg', 'leaflet_images/28490/14588_5-768x1024.jpg']",2017 General Election,Conservative Party,Horsham,"Candidate, Party leader","Brexit/Europe, Education",,,
https://www.openelections.co.uk/leaflets/28501/,"['https://cdn.openelections.co.uk/uploads/2020/08/14592_1-576x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14592_2-576x1024.jpg']","['leaflet_images/28501/14592_1-576x1024.jpg', 'leaflet_images/28501/14592_2-576x1024.jpg']",2017 General Election,Conservative Party,Truro and Falmouth,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/28512/,['https://cdn.openelections.co.uk/uploads/2020/08/14595_1-1024x576.jpg'],['leaflet_images/28512/14595_1-1024x576.jpg'],2017 General Election,Liberal Democrats,Truro and Falmouth,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/2852/,['https://cdn.openelections.co.uk/uploads/2020/07/541_1-730x1024.jpg'],['leaflet_images/2852/541_1-730x1024.jpg'],2010 General Election,Conservative Party,Wyre Forest,"Candidate, Other party/leader/candidate","Economy, Environment, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/28530/,"['https://cdn.openelections.co.uk/uploads/2020/08/14602_1-576x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14602_2-576x1024.jpg']","['leaflet_images/28530/14602_1-576x1024.jpg', 'leaflet_images/28530/14602_2-576x1024.jpg']",2017 General Election,Green Party,Eddisbury,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/28546/,['https://cdn.openelections.co.uk/uploads/2020/08/14605_1-799x1024.jpg'],['leaflet_images/28546/14605_1-799x1024.jpg'],2017 General Election,Liberal Democrats,North East Fife,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/2855/,"['https://cdn.openelections.co.uk/uploads/2020/07/542_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/07/542_2-724x1024.jpg']","['leaflet_images/2855/542_1-724x1024.jpg', 'leaflet_images/2855/542_2-724x1024.jpg']",2010 General Election,Liberal Democrats,Woking,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Health",,,
https://www.openelections.co.uk/leaflets/28564/,"['https://cdn.openelections.co.uk/uploads/2020/08/14609_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14609_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14609_3-768x1024.jpg']","['leaflet_images/28564/14609_1-768x1024.jpg', 'leaflet_images/28564/14609_2-768x1024.jpg', 'leaflet_images/28564/14609_3-768x1024.jpg']",2017 General Election,Conservative Party,Midlothian,"Candidate, Other party/leader/candidate, Tactical situation",Governance,,,
https://www.openelections.co.uk/leaflets/28572/,['https://cdn.openelections.co.uk/uploads/2020/08/14614_1.jpg'],['leaflet_images/28572/14614_1.jpg'],2017 General Election,Labour Party,Bury North,Candidate,"Brexit/Europe, Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/2858/,['https://cdn.openelections.co.uk/uploads/2020/07/543_1-e1650455326660-763x1024.jpg'],['leaflet_images/2858/543_1-e1650455326660-763x1024.jpg'],2010 General Election,Liberal Democrats,Islington South and Finsbury,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Environment, Governance",,,
https://www.openelections.co.uk/leaflets/28591/,['https://cdn.openelections.co.uk/uploads/2020/08/14618_1.jpg'],['leaflet_images/28591/14618_1.jpg'],2017 General Election,Conservative Party,Bury North,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Immigration",,,
https://www.openelections.co.uk/leaflets/28600/,['https://cdn.openelections.co.uk/uploads/2020/08/14620_1.jpg'],['leaflet_images/28600/14620_1.jpg'],2017 General Election,Liberal Democrats,Bury North,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/2861/,['https://cdn.openelections.co.uk/uploads/2020/07/544_1-725x1024.jpg'],['leaflet_images/2861/544_1-725x1024.jpg'],2010 General Election,Scottish National Party,Linlithgow and East Falkirk,Candidate,,,,
https://www.openelections.co.uk/leaflets/28626/,['https://cdn.openelections.co.uk/uploads/2020/08/14627_1-1024x580.jpg'],['leaflet_images/28626/14627_1-1024x580.jpg'],2017 General Election,Conservative Party,Newbury,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/28633/,"['https://cdn.openelections.co.uk/uploads/2020/08/14630_1-745x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14630_2-745x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14630_3-745x1024.jpg']","['leaflet_images/28633/14630_1-745x1024.jpg', 'leaflet_images/28633/14630_2-745x1024.jpg', 'leaflet_images/28633/14630_3-745x1024.jpg']",2017 General Election,Liberal Democrats,"Ross, Skye and Lochaber","Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/2864/,"['https://cdn.openelections.co.uk/uploads/2020/07/545_1-476x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/07/545_2-476x1024.jpg']","['leaflet_images/2864/545_1-476x1024.jpg', 'leaflet_images/2864/545_2-476x1024.jpg']",2010 General Election,Conservative Party,Tooting,Candidate,Health,,,
https://www.openelections.co.uk/leaflets/28651/,['https://cdn.openelections.co.uk/uploads/2020/08/14638_1-607x1024.jpg'],['leaflet_images/28651/14638_1-607x1024.jpg'],2017 General Election,Conservative Party,Sittingbourne and Sheppey,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/28665/,['https://cdn.openelections.co.uk/uploads/2020/08/14642_1-615x1024.jpg'],['leaflet_images/28665/14642_1-615x1024.jpg'],2017 General Election,Conservative Party,Aylesbury,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/2867/,"['https://cdn.openelections.co.uk/uploads/2020/07/546_1-1024x716.jpg', 'https://cdn.openelections.co.uk/uploads/2020/07/546_2-1024x716.jpg']","['leaflet_images/2867/546_1-1024x716.jpg', 'leaflet_images/2867/546_2-1024x716.jpg']",2010 General Election,Labour Party,Tooting,Candidate,"Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/28680/,"['https://cdn.openelections.co.uk/uploads/2020/08/14650_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14650_2-768x1024.jpg']","['leaflet_images/28680/14650_1-768x1024.jpg', 'leaflet_images/28680/14650_2-768x1024.jpg']",2017 General Election,Labour Party,Bosworth,Candidate,"Brexit/Europe, Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/28693/,['https://cdn.openelections.co.uk/uploads/2020/08/14653_1-724x1024.jpg'],['leaflet_images/28693/14653_1-724x1024.jpg'],2017 General Election,Liberal Democrats,Cardiff West,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Health",,,
https://www.openelections.co.uk/leaflets/28701/,"['https://cdn.openelections.co.uk/uploads/2020/08/14656_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14656_2-1024x768.jpg']","['leaflet_images/28701/14656_1-1024x768.jpg', 'leaflet_images/28701/14656_2-1024x768.jpg']",2017 General Election,Labour Party,Loughborough,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/28713/,['https://cdn.openelections.co.uk/uploads/2020/08/14659_1-719x1024.jpg'],['leaflet_images/28713/14659_1-719x1024.jpg'],2017 General Election,Liberal Democrats,Edinburgh North and Leith,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Education, Governance, Health",,,
https://www.openelections.co.uk/leaflets/2872/,"['https://cdn.openelections.co.uk/uploads/2020/07/547_1-732x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/07/547_2-732x1024.jpg']","['leaflet_images/2872/547_1-732x1024.jpg', 'leaflet_images/2872/547_2-732x1024.jpg']",2010 General Election,Labour Party,Tooting,"Candidate, Other party/leader/candidate","Economy, Environment, Governance",,,
https://www.openelections.co.uk/leaflets/28730/,['https://cdn.openelections.co.uk/uploads/2020/08/14666_1.jpg'],['leaflet_images/28730/14666_1.jpg'],2017 General Election,Liberal Democrats,Ceredigion,"Candidate, Other party/leader/candidate","Economy, Health",,,
https://www.openelections.co.uk/leaflets/28743/,"['https://cdn.openelections.co.uk/uploads/2020/08/14674_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14674_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14674_3-768x1024.jpg']","['leaflet_images/28743/14674_1-768x1024.jpg', 'leaflet_images/28743/14674_2-768x1024.jpg', 'leaflet_images/28743/14674_3-768x1024.jpg']",2017 General Election,Liberal Democrats,South Northamptonshire,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/28752/,['https://cdn.openelections.co.uk/uploads/2020/08/14677_1-1024x595.jpg'],['leaflet_images/28752/14677_1-1024x595.jpg'],2017 General Election,Conservative Party,Portsmouth South,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/28760/,"['https://cdn.openelections.co.uk/uploads/2020/08/14679_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/14679_2-1024x768.jpg']","['leaflet_images/28760/14679_1-1024x768.jpg', 'leaflet_images/28760/14679_2-1024x768.jpg']",2017 General Election,Liberal Democrats,Maidenhead,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
